transaction_id;user_id;app_id;revenue_amount;transaction_date
797;180;1;7.25;2025-06-11
798;1379;3;1.54;2025-01-07
799;1044;45;22.06;2025-03-10
800;1388;57;40.0;2025-01-17
801;461;54;31.35;2025-03-17
802;1795;5;12.01;2025-03-30
803;1013;68;43.22;2025-02-06
804;1069;86;46.0;2025-03-09
805;1218;24;33.98;2025-05-08
806;253;7;19.81;2025-04-02
807;1713;88;8.23;2025-06-17
808;282;59;32.62;2025-04-11
809;800;3;39.44;2025-06-02
810;100;20;9.94;2025-01-07
811;1609;88;45.98;2025-04-04
812;1236;64;31.99;2025-01-14
813;1767;56;7.55;2025-05-06
814;1598;33;14.54;2025-05-11
815;987;51;34.84;2025-02-22
816;1866;4;4.49;2025-06-16
817;921;77;8.21;2025-01-27
818;1520;54;34.76;2025-05-20
819;880;55;33.41;2025-01-31
820;1239;48;34.29;2025-06-02
821;1139;21;37.95;2025-06-28
822;444;40;25.25;2025-05-07
823;571;96;36.32;2025-02-28
824;30;31;32.23;2025-04-26
825;1551;62;47.09;2025-03-03
826;1952;56;23.83;2025-04-03
827;1682;4;48.93;2025-06-14
828;1827;73;12.1;2025-05-07
829;1514;89;13.18;2025-03-09
830;131;20;1.38;2025-01-28
831;1405;14;19.66;2025-04-08
832;1427;26;28.35;2025-05-28
833;1090;52;45.0;2025-04-02
834;395;93;26.53;2025-06-11
835;417;77;10.08;2025-05-30
836;1588;14;9.78;2025-02-05
837;1342;8;10.74;2025-01-26
838;1875;75;47.19;2025-02-04
839;155;63;41.43;2025-01-14
840;855;35;47.39;2025-02-16
841;126;23;30.76;2025-03-20
842;657;39;1.21;2025-05-28
843;1826;11;38.32;2025-05-31
844;1244;52;38.34;2025-02-21
845;1926;92;43.73;2025-02-20
846;431;10;14.43;2025-05-29
847;1843;44;32.5;2025-06-22
848;57;66;7.34;2025-03-17
849;179;88;37.52;2025-06-01
850;884;10;41.89;2025-06-29
851;773;95;27.22;2025-05-26
852;1969;97;13.71;2025-07-02
853;346;91;2.86;2025-05-24
854;1653;14;31.01;2025-01-29
855;314;56;17.38;2025-06-01
856;181;16;37.24;2025-02-02
857;905;63;3.33;2025-05-01
858;721;15;22.3;2025-05-29
859;1183;30;26.05;2025-02-06
860;865;74;26.55;2025-03-28
861;154;49;37.6;2025-05-02
862;626;54;22.67;2025-05-12
863;441;13;28.39;2025-07-05
864;601;95;49.47;2025-03-30
865;1567;60;39.12;2025-02-05
866;738;74;43.39;2025-01-02
867;1096;70;28.01;2025-02-18
868;872;43;12.9;2025-06-06
869;1834;5;32.92;2025-07-02
870;938;57;14.83;2025-06-17
871;1016;53;24.74;2025-04-26
872;1670;7;31.7;2025-03-22
873;1925;26;16.67;2025-05-06
874;1176;30;40.37;2025-04-12
875;1517;92;6.93;2025-05-14
876;1270;30;15.1;2025-05-04
877;1844;47;25.27;2025-06-13
878;1766;20;32.94;2025-03-09
879;238;69;16.97;2025-05-17
880;7;28;34.16;2025-06-27
881;193;84;16.39;2025-05-15
882;1561;25;7.54;2025-05-05
883;151;97;41.52;2025-02-17
884;101;35;14.06;2025-06-24
885;248;40;35.56;2025-06-02
886;1479;40;26.7;2025-05-25
887;1743;82;40.64;2025-07-01
888;648;3;27.91;2025-05-10
889;1073;62;21.13;2025-02-14
890;1747;89;14.29;2025-01-12
891;447;69;49.5;2025-05-01
892;403;54;35.94;2025-03-09
893;1725;68;35.33;2025-05-10
894;147;71;42.09;2025-02-08
895;1830;47;30.04;2025-03-03
896;1113;9;49.04;2025-01-25
897;1354;60;41.19;2025-05-20
898;16;54;21.27;2025-02-15
899;962;32;39.19;2025-02-26
900;1335;14;25.06;2025-05-07
901;457;61;28.5;2025-05-12
902;1404;77;13.06;2025-03-08
903;1839;6;23.46;2025-03-05
904;359;54;40.5;2025-01-09
905;1745;10;33.37;2025-03-24
906;1415;74;13.78;2025-05-29
907;1144;57;31.44;2025-05-26
908;1059;31;24.68;2025-03-02
909;1180;95;28.88;2025-04-30
910;1762;81;49.8;2025-05-29
911;1704;53;18.61;2025-05-23
912;1074;48;5.59;2025-02-21
913;1846;3;7.04;2025-05-31
914;247;4;43.45;2025-03-29
915;1844;15;33.26;2025-04-21
916;1911;18;19.56;2025-04-27
917;1344;77;24.75;2025-03-26
918;1527;65;25.95;2025-01-23
919;1953;23;19.72;2025-04-30
920;458;54;4.58;2025-04-29
921;1364;68;46.68;2025-05-11
922;384;57;32.44;2025-06-24
923;757;60;1.99;2025-07-02
924;1087;70;35.68;2025-06-01
925;924;17;23.11;2025-04-27
926;1322;97;27.79;2025-02-13
927;835;94;13.33;2025-04-18
928;1569;13;17.9;2025-06-14
929;1433;78;39.89;2025-04-27
930;610;90;45.16;2025-02-23
931;1522;72;17.49;2025-01-21
932;795;29;3.64;2025-05-23
933;1573;67;33.5;2025-04-08
934;1465;56;10.11;2025-04-10
935;457;13;31.33;2025-01-11
936;852;71;3.66;2025-02-13
937;1172;11;40.2;2025-05-08
938;41;72;45.05;2025-01-23
939;840;90;1.24;2025-05-06
940;1128;88;37.06;2025-07-01
941;101;9;19.81;2025-05-04
942;1832;1;7.49;2025-02-11
943;591;83;26.5;2025-01-19
944;55;71;6.46;2025-05-08
945;1638;19;41.49;2025-05-23
946;480;77;25.24;2025-01-18
947;1911;93;34.75;2025-06-29
948;1024;86;49.54;2025-05-13
949;139;66;27.5;2025-04-29
950;1069;34;35.83;2025-06-13
951;1576;15;45.26;2025-07-05
952;1995;74;40.59;2025-04-04
953;922;57;27.8;2025-02-21
954;991;73;35.91;2025-04-01
955;460;1;46.75;2025-05-31
956;982;62;19.87;2025-01-07
957;1506;85;24.27;2025-06-02
958;979;29;35.64;2025-04-20
959;778;10;14.37;2025-02-02
960;197;62;40.46;2025-01-17
961;1351;70;27.19;2025-06-17
962;1219;27;27.86;2025-05-08
963;1674;70;42.24;2025-02-12
964;1367;31;8.1;2025-03-16
965;257;57;2.04;2025-05-02
966;688;69;8.92;2025-05-13
967;31;74;40.06;2025-03-07
968;1675;17;34.46;2025-02-14
969;1466;14;48.34;2025-04-05
970;1891;14;23.3;2025-04-18
971;580;60;22.34;2025-02-24
972;176;89;26.55;2025-03-30
973;137;72;26.94;2025-02-12
974;1482;82;34.88;2025-02-04
975;975;7;21.99;2025-02-21
976;1782;85;48.48;2025-02-24
977;260;19;11.25;2025-01-17
978;1939;6;45.81;2025-03-11
979;1535;92;10.63;2025-05-01
980;1324;24;25.44;2025-01-13
981;1744;84;22.27;2025-04-22
982;1433;46;34.1;2025-03-09
983;380;31;37.54;2025-04-29
984;491;93;19.73;2025-02-04
985;1343;51;27.63;2025-01-17
986;219;82;13.13;2025-05-06
987;372;95;18.73;2025-02-14
988;1857;41;45.55;2025-05-26
989;1762;24;29.72;2025-01-18
990;910;53;16.55;2025-06-18
991;1368;42;38.59;2025-02-15
992;842;76;36.61;2025-06-30
993;612;68;29.55;2025-05-26
994;687;15;4.25;2025-04-10
995;50;60;13.92;2025-02-15
996;660;50;17.62;2025-03-27
997;1511;89;28.48;2025-01-20
998;1499;84;39.88;2025-04-28
999;223;98;30.05;2025-01-09
1000;1282;80;36.8;2025-07-01
1001;1972;18;20.93;2025-02-13
1002;1600;32;20.74;2025-05-04
1003;1645;4;33.05;2025-05-31
1004;557;19;26.32;2025-04-04
1005;1082;78;20.87;2025-05-04
1006;1702;56;41.5;2025-01-28
1007;74;72;9.6;2025-04-13
1008;1256;83;1.87;2025-02-06
1009;1298;83;37.47;2025-06-23
1010;1651;63;4.63;2025-05-28
1011;908;85;48.41;2025-01-24
1012;850;53;4.8;2025-05-13
1013;478;76;10.07;2025-02-23
1014;1945;49;44.76;2025-01-05
1015;1701;88;32.8;2025-05-07
1016;710;54;44.03;2025-01-20
1017;604;39;35.3;2025-01-08
1018;1842;48;35.64;2025-05-05
1019;743;57;36.23;2025-04-29
1020;1765;16;10.75;2025-05-15
1021;304;71;5.26;2025-03-31
1022;1789;5;8.96;2025-04-05
1023;189;46;46.7;2025-05-28
1024;1171;45;33.09;2025-03-14
1025;918;70;39.1;2025-05-16
1026;319;45;17.6;2025-03-07
1027;1355;13;24.67;2025-04-15
1028;1364;86;18.23;2025-06-12
1029;115;13;27.48;2025-06-19
1030;1312;40;10.36;2025-05-17
1031;1107;24;7.67;2025-03-03
1032;1677;20;38.44;2025-02-04
1033;603;37;1.02;2025-04-10
1034;278;46;29.83;2025-05-06
1035;939;42;26.75;2025-03-12
1036;1911;39;19.15;2025-05-24
1037;1269;75;17.6;2025-05-05
1038;1991;60;35.77;2025-01-24
1039;824;63;15.5;2025-04-12
1040;1902;48;42.77;2025-04-29
1041;915;87;22.9;2025-04-05
1042;558;85;9.86;2025-01-24
1043;929;9;28.99;2025-06-28
1044;623;9;19.74;2025-04-09
1045;859;58;3.17;2025-04-08
1046;1186;12;10.66;2025-01-19
1047;1788;63;25.18;2025-05-28
1048;1558;45;34.39;2025-06-09
1049;1026;56;38.16;2025-06-28
1050;1762;24;29.59;2025-04-26
1051;1836;94;21.63;2025-04-15
1052;642;77;18.38;2025-05-09
1053;279;31;29.73;2025-02-11
1054;131;48;24.75;2025-04-13
1055;1765;98;11.73;2025-03-08
1056;1979;1;6.98;2025-05-18
1057;1442;97;44.23;2025-01-08
1058;684;99;30.56;2025-06-26
1059;400;36;40.53;2025-06-19
1060;1357;93;2.47;2025-01-16
1061;74;57;24.05;2025-05-11
1062;75;1;1.26;2025-04-11
1063;113;41;33.57;2025-02-16
1064;601;40;28.77;2025-05-11
1065;1726;93;31.34;2025-04-05
1066;786;65;37.47;2025-03-04
1067;710;42;24.49;2025-01-24
1068;1008;2;32.01;2025-03-15
1069;1642;34;4.92;2025-04-24
1070;1335;87;43.73;2025-04-25
1071;1580;11;31.62;2025-04-01
1072;626;99;35.72;2025-02-04
1073;138;87;30.94;2025-01-21
1074;825;20;45.54;2025-05-04
1075;1209;40;15.05;2025-02-16
1076;174;32;11.93;2025-07-04
1077;1252;57;39.79;2025-06-15
1078;1972;22;24.4;2025-04-25
1079;1477;43;4.21;2025-02-26
1080;623;51;26.21;2025-05-07
1081;1074;11;46.6;2025-02-02
1082;1737;86;2.56;2025-02-28
1083;995;74;16.38;2025-05-12
1084;1067;32;1.45;2025-05-14
1085;1234;31;21.46;2025-05-17
1086;251;90;37.84;2025-07-01
1087;426;89;33.62;2025-02-06
1088;1985;44;18.29;2025-03-31
1089;197;68;21.43;2025-04-06
1090;31;55;34.76;2025-06-28
1091;387;63;13.36;2025-01-10
1092;788;90;16.91;2025-04-29
1093;1189;5;43.3;2025-02-26
1094;1071;69;44.12;2025-04-19
1095;1884;29;48.12;2025-03-12
1096;1627;41;48.18;2025-03-11
1097;143;45;10.02;2025-04-11
1098;774;66;12.24;2025-03-22
1099;268;66;38.27;2025-04-11
1100;712;18;11.81;2025-06-12
1101;1749;67;26.06;2025-06-17
1102;43;88;40.62;2025-03-22
1103;1845;94;25.01;2025-01-12
1104;1848;77;9.13;2025-01-29
1105;806;45;48.62;2025-03-01
1106;1885;70;10.53;2025-04-25
1107;556;28;48.3;2025-05-30
1108;1311;5;42.0;2025-05-28
1109;1000;43;41.13;2025-03-01
1110;1474;46;22.91;2025-06-06
1111;262;77;32.38;2025-04-15
1112;94;27;5.02;2025-02-13
1113;511;25;11.0;2025-04-27
1114;1527;81;23.65;2025-02-28
1115;214;82;29.46;2025-04-15
1116;392;73;28.61;2025-06-19
1117;1262;41;17.87;2025-05-05
1118;1735;73;14.52;2025-01-24
1119;1606;81;49.43;2025-03-22
1120;106;6;7.09;2025-05-22
1121;1295;69;22.96;2025-07-02
1122;1617;82;37.95;2025-04-23
1123;1191;79;16.1;2025-02-02
1124;1976;17;36.2;2025-03-23
1125;1600;33;22.23;2025-04-14
1126;1931;43;26.16;2025-01-13
1127;1859;6;31.13;2025-01-03
1128;414;32;23.25;2025-03-19
1129;5;28;49.51;2025-06-16
1130;380;15;23.81;2025-02-11
1131;1187;33;46.88;2025-04-05
1132;1042;74;5.22;2025-04-06
1133;1516;96;25.76;2025-06-18
1134;1333;72;45.85;2025-03-22
1135;1499;6;28.21;2025-01-16
1136;851;44;46.79;2025-04-25
1137;299;1;18.25;2025-04-28
1138;298;36;5.64;2025-01-11
1139;1067;47;24.15;2025-03-21
1140;1450;4;4.88;2025-01-14
1141;1124;92;10.65;2025-01-23
1142;790;21;46.87;2025-04-17
1143;1317;39;7.49;2025-01-10
1144;1587;1;28.46;2025-04-21
1145;1328;48;19.9;2025-01-19
1146;433;84;20.52;2025-01-21
1147;241;56;8.08;2025-02-02
1148;681;20;29.31;2025-04-08
1149;1582;46;31.14;2025-01-27
1150;215;93;21.6;2025-01-16
1151;1259;54;37.67;2025-06-03
1152;1443;3;21.69;2025-05-22
1153;1652;67;27.18;2025-02-02
1154;729;5;2.84;2025-06-03
1155;1091;31;25.67;2025-02-21
1156;1283;20;8.38;2025-01-10
1157;742;74;15.4;2025-02-21
1158;480;56;5.23;2025-06-05
1159;1076;8;32.94;2025-07-05
1160;599;63;49.58;2025-03-01
1161;1752;7;4.52;2025-04-05
1162;1157;70;17.56;2025-06-14
1163;796;74;29.1;2025-01-10
1164;1946;39;40.59;2025-01-18
1165;210;71;11.23;2025-02-07
1166;220;83;28.15;2025-04-04
1167;730;45;37.0;2025-06-28
1168;165;6;24.74;2025-02-25
1169;1523;76;38.34;2025-05-29
1170;1359;72;2.27;2025-05-24
1171;1454;40;45.24;2025-02-26
1172;1131;16;9.48;2025-06-07
1173;626;58;24.75;2025-03-14
1174;232;89;40.66;2025-01-21
1175;1389;74;25.48;2025-04-13
1176;890;78;36.54;2025-06-15
1177;1944;72;49.34;2025-06-15
1178;966;4;23.5;2025-06-29
1179;618;91;22.63;2025-02-24
1180;946;91;27.84;2025-05-10
1181;1078;22;28.63;2025-05-11
1182;1469;50;46.6;2025-06-20
1183;1518;8;21.82;2025-04-14
1184;1947;34;11.85;2025-04-28
1185;400;63;25.07;2025-01-17
1186;1102;82;39.5;2025-04-13
1187;242;30;24.55;2025-01-21
1188;1643;66;35.43;2025-04-12
1189;215;28;44.35;2025-04-07
1190;961;33;5.98;2025-02-07
1191;248;63;20.36;2025-06-26
1192;1553;56;16.75;2025-03-12
1193;1776;14;4.99;2025-02-14
1194;1787;40;9.44;2025-01-30
1195;146;67;13.21;2025-01-21
1196;295;74;20.65;2025-07-04
1197;1253;85;3.42;2025-01-31
1198;1640;45;33.93;2025-04-02
1199;9;91;17.58;2025-04-19
1200;482;48;30.75;2025-05-08
1201;168;12;23.44;2025-01-28
1202;101;22;29.19;2025-06-12
1203;603;41;37.37;2025-03-11
1204;389;49;39.5;2025-03-03
1205;1641;69;27.33;2025-02-14
1206;291;99;23.44;2025-06-21
1207;1595;71;16.72;2025-06-08
