click_id;search_id;user_id;app_id;click_date
1987;4059;1692;34;2025-05-15
1988;4060;1385;13;2025-03-14
1989;4062;1372;46;2025-06-07
1990;4063;1824;38;2025-06-28
1991;4067;1635;99;2025-05-30
1992;4068;1066;14;2025-02-01
1993;4069;1484;66;2025-06-15
1994;4070;506;74;2025-06-04
1995;4072;1818;90;2025-04-07
1996;4075;941;15;2025-03-31
1997;4076;300;81;2025-06-07
1998;4077;148;9;2025-02-02
1999;4079;806;2;2025-01-19
2000;4083;1163;100;2025-02-22
2001;4086;222;100;2025-04-24
2002;4088;287;41;2025-02-03
2003;4093;1896;60;2025-02-23
2004;4094;82;59;2025-01-17
2005;4095;21;44;2025-03-28
2006;4097;881;53;2025-03-03
2007;4098;452;57;2025-06-06
2008;4099;1169;54;2025-05-22
2009;4101;48;38;2025-05-30
2010;4102;649;84;2025-02-15
2011;4103;1651;52;2025-02-24
2012;4104;1110;48;2025-01-05
2013;4105;1955;64;2025-01-24
2014;4106;1170;64;2025-03-12
2015;4107;1658;21;2025-02-02
2016;4108;196;32;2025-04-16
2017;4110;1249;42;2025-02-14
2018;4111;1880;11;2025-03-13
2019;4112;220;72;2025-03-05
2020;4113;1375;16;2025-04-23
2021;4116;206;7;2025-04-15
2022;4117;1460;17;2025-04-24
2023;4121;1806;90;2025-04-24
2024;4122;1618;41;2025-03-31
2025;4123;660;56;2025-05-08
2026;4126;421;17;2025-02-06
2027;4128;1715;95;2025-02-13
2028;4129;1614;42;2025-02-25
2029;4131;830;100;2025-03-06
2030;4134;1968;64;2025-06-25
2031;4136;1322;83;2025-04-27
2032;4137;1461;94;2025-04-10
2033;4138;1171;37;2025-04-03
2034;4139;781;23;2025-05-08
2035;4140;894;60;2025-04-19
2036;4142;714;14;2025-03-12
2037;4143;751;85;2025-05-04
2038;4144;324;56;2025-02-28
2039;4147;1660;100;2025-01-12
2040;4148;782;59;2025-01-13
2041;4149;1558;97;2025-01-24
2042;4153;1909;4;2025-04-28
2043;4156;1784;39;2025-03-02
2044;4157;839;30;2025-02-14
2045;4158;1067;47;2025-03-01
2046;4165;1460;90;2025-01-20
2047;4169;1559;20;2025-02-16
2048;4171;504;17;2025-03-27
2049;4172;1752;92;2025-03-12
2050;4174;1034;88;2025-04-13
2051;4177;496;8;2025-04-06
2052;4178;1176;42;2025-04-29
2053;4179;504;63;2025-02-16
2054;4181;332;82;2025-01-11
2055;4183;2;70;2025-04-28
2056;4184;1084;67;2025-06-23
2057;4185;1545;88;2025-05-21
2058;4186;1109;82;2025-05-15
2059;4189;1472;62;2025-03-08
2060;4191;1031;35;2025-02-03
2061;4192;1649;41;2025-02-22
2062;4193;151;19;2025-04-05
2063;4194;1725;22;2025-01-30
2064;4195;1238;71;2025-04-08
2065;4196;770;3;2025-04-06
2066;4198;407;69;2025-02-25
2067;4202;501;22;2025-01-06
2068;4203;1845;40;2025-04-24
2069;4204;518;10;2025-04-14
2070;4210;767;70;2025-04-02
2071;4212;1787;86;2025-01-20
2072;4214;1682;88;2025-05-22
2073;4215;978;65;2025-05-05
2074;4216;139;97;2025-03-27
2075;4217;397;75;2025-05-12
2076;4218;340;6;2025-01-28
2077;4221;448;19;2025-04-06
2078;4222;50;30;2025-04-15
2079;4227;253;100;2025-05-06
2080;4228;888;46;2025-01-11
2081;4229;1365;17;2025-05-25
2082;4230;1037;92;2025-02-09
2083;4239;857;23;2025-02-21
2084;4240;856;88;2025-04-21
2085;4241;1121;28;2025-03-08
2086;4242;1877;47;2025-01-03
2087;4243;136;28;2025-01-11
2088;4246;1895;7;2025-01-30
2089;4247;164;1;2025-03-31
2090;4249;1958;82;2025-05-29
2091;4250;1144;56;2025-03-28
2092;4252;319;47;2025-05-16
2093;4253;1398;67;2025-06-03
2094;4258;1022;30;2025-01-14
2095;4259;1950;29;2025-03-20
2096;4260;1642;99;2025-01-30
2097;4262;458;69;2025-03-07
2098;4266;859;87;2025-03-26
2099;4267;613;77;2025-03-06
2100;4268;333;59;2025-05-05
2101;4271;832;95;2025-02-11
2102;4272;849;96;2025-01-10
2103;4274;631;81;2025-05-06
2104;4275;1801;70;2025-04-12
2105;4278;499;21;2025-02-13
2106;4281;1748;15;2025-01-27
2107;4284;1009;7;2025-06-28
2108;4285;1328;94;2025-01-16
2109;4287;67;15;2025-03-17
2110;4288;1728;43;2025-06-24
2111;4290;1172;38;2025-01-12
2112;4291;339;15;2025-03-26
2113;4293;169;39;2025-06-08
2114;4294;1;78;2025-02-15
2115;4297;597;91;2025-05-16
2116;4300;1242;63;2025-02-12
2117;4304;806;22;2025-06-21
2118;4307;602;87;2025-04-20
2119;4310;493;28;2025-02-08
2120;4311;1441;69;2025-01-11
2121;4313;1793;41;2025-02-09
2122;4314;221;88;2025-02-02
2123;4316;1578;81;2025-06-26
2124;4317;656;30;2025-03-05
2125;4320;1369;48;2025-06-01
2126;4321;620;32;2025-05-03
2127;4323;321;92;2025-02-21
2128;4324;707;89;2025-01-13
2129;4326;383;66;2025-05-01
2130;4335;492;18;2025-06-06
2131;4336;1015;75;2025-02-21
2132;4338;79;5;2025-06-13
2133;4341;215;90;2025-05-11
2134;4344;1088;74;2025-05-16
2135;4346;403;4;2025-01-12
2136;4359;1087;60;2025-01-13
2137;4360;455;79;2025-03-05
2138;4364;34;36;2025-06-15
2139;4365;1614;70;2025-06-04
2140;4366;1359;14;2025-05-09
2141;4367;1189;22;2025-05-18
2142;4369;1597;43;2025-03-03
2143;4370;1896;95;2025-05-24
2144;4374;674;65;2025-05-04
2145;4375;43;29;2025-02-03
2146;4376;1907;83;2025-02-15
2147;4377;1347;24;2025-06-22
2148;4380;1494;88;2025-04-04
2149;4382;1111;100;2025-06-15
2150;4385;1953;9;2025-01-17
2151;4387;233;9;2025-03-30
2152;4388;249;30;2025-05-19
2153;4389;953;60;2025-02-02
2154;4392;1616;60;2025-04-02
2155;4393;362;84;2025-02-20
2156;4395;1866;4;2025-01-24
2157;4396;130;39;2025-02-08
2158;4398;1670;57;2025-02-20
2159;4403;1272;89;2025-06-02
2160;4405;1710;81;2025-05-25
2161;4407;660;89;2025-02-21
2162;4409;928;21;2025-01-03
2163;4410;1170;12;2025-01-06
2164;4411;1362;25;2025-06-17
2165;4413;1986;97;2025-05-01
2166;4414;175;70;2025-01-25
2167;4415;1218;2;2025-05-24
2168;4416;1570;90;2025-06-02
2169;4419;246;67;2025-01-09
2170;4421;640;82;2025-04-20
2171;4422;601;70;2025-01-29
2172;4424;1975;24;2025-06-28
2173;4425;529;94;2025-02-11
2174;4426;575;26;2025-04-16
2175;4428;154;61;2025-03-21
2176;4431;672;89;2025-01-25
2177;4433;1235;37;2025-01-27
2178;4435;1997;64;2025-03-29
2179;4437;1181;37;2025-05-31
2180;4440;1724;10;2025-05-20
2181;4441;1870;53;2025-05-22
2182;4443;1119;99;2025-05-24
2183;4445;1834;1;2025-01-13
2184;4447;1348;61;2025-03-11
2185;4450;9;58;2025-05-04
2186;4451;88;72;2025-04-03
2187;4452;832;93;2025-01-30
2188;4455;168;4;2025-02-15
2189;4456;380;99;2025-06-30
2190;4459;448;10;2025-02-13
2191;4463;1628;92;2025-05-09
2192;4464;1122;56;2025-01-17
2193;4465;881;23;2025-06-07
2194;4466;1366;91;2025-02-20
2195;4470;1866;54;2025-03-15
2196;4474;1240;63;2025-01-03
2197;4475;235;70;2025-06-01
2198;4478;1668;13;2025-01-31
2199;4479;1981;90;2025-02-03
2200;4480;1457;34;2025-03-01
2201;4481;512;73;2025-01-19
2202;4485;6;62;2025-01-31
2203;4486;1700;54;2025-04-17
2204;4490;666;13;2025-04-08
2205;4491;1351;96;2025-06-25
2206;4492;564;79;2025-06-19
2207;4494;798;11;2025-02-18
2208;4495;1782;88;2025-05-08
2209;4497;101;15;2025-01-02
2210;4499;126;77;2025-04-30
2211;4500;1074;73;2025-02-24
2212;4505;1202;20;2025-03-31
2213;4510;898;66;2025-01-06
2214;4511;1600;73;2025-06-16
2215;4512;996;52;2025-02-28
2216;4513;1943;88;2025-05-12
2217;4518;1529;13;2025-01-06
2218;4520;495;23;2025-03-08
2219;4521;1659;78;2025-06-23
2220;4522;1908;18;2025-06-08
2221;4523;1177;94;2025-02-18
2222;4525;7;23;2025-01-07
2223;4531;409;61;2025-06-21
2224;4532;1725;37;2025-05-27
2225;4537;966;2;2025-05-18
2226;4540;1413;55;2025-01-28
2227;4542;842;80;2025-02-23
2228;4543;957;63;2025-05-19
2229;4544;1513;2;2025-01-28
2230;4545;1395;11;2025-04-24
2231;4546;1472;1;2025-02-27
2232;4547;1512;52;2025-02-26
2233;4549;526;78;2025-06-02
2234;4552;1830;27;2025-01-25
2235;4554;244;93;2025-03-06
2236;4555;1621;36;2025-05-20
2237;4556;1529;52;2025-01-12
2238;4557;975;86;2025-05-20
2239;4558;343;4;2025-05-08
2240;4563;1;3;2025-06-30
2241;4566;1514;39;2025-06-10
2242;4568;564;23;2025-02-14
2243;4572;272;18;2025-04-28
2244;4574;1267;46;2025-01-09
2245;4575;242;63;2025-04-05
2246;4579;775;80;2025-02-13
2247;4582;174;33;2025-02-25
2248;4584;223;85;2025-03-01
2249;4585;1433;86;2025-03-12
2250;4586;1462;48;2025-05-25
2251;4587;1811;57;2025-06-01
2252;4588;1842;9;2025-03-26
2253;4591;1353;26;2025-02-27
2254;4592;1954;33;2025-04-20
2255;4595;1242;23;2025-01-07
2256;4596;402;68;2025-03-19
2257;4599;237;43;2025-01-16
2258;4601;1148;61;2025-04-14
2259;4603;109;69;2025-02-18
2260;4605;493;54;2025-05-13
2261;4608;1104;14;2025-01-24
2262;4612;1696;83;2025-01-13
2263;4614;287;24;2025-06-28
2264;4615;1304;58;2025-05-15
2265;4617;147;60;2025-06-13
2266;4620;566;51;2025-01-08
2267;4623;172;44;2025-02-14
2268;4626;1952;48;2025-04-24
2269;4627;1605;93;2025-06-15
2270;4631;641;10;2025-06-24
2271;4633;594;20;2025-03-09
2272;4634;327;11;2025-05-22
2273;4635;1665;50;2025-06-03
2274;4636;1369;97;2025-05-21
2275;4638;1070;8;2025-02-09
2276;4639;360;76;2025-05-09
2277;4640;1274;72;2025-03-23
2278;4641;778;31;2025-01-11
2279;4642;1039;98;2025-05-01
2280;4645;536;88;2025-04-08
2281;4648;1086;21;2025-04-14
2282;4649;774;43;2025-02-03
2283;4651;1634;67;2025-05-11
2284;4653;1355;84;2025-04-04
2285;4654;636;32;2025-05-30
2286;4655;769;37;2025-05-24
2287;4656;1463;74;2025-06-12
2288;4657;963;81;2025-04-15
2289;4661;1611;42;2025-06-09
2290;4662;1595;79;2025-02-18
2291;4665;1773;3;2025-03-06
2292;4666;1710;69;2025-02-01
2293;4667;1824;3;2025-05-16
2294;4670;364;12;2025-05-03
2295;4674;549;33;2025-02-10
2296;4678;1069;19;2025-06-16
2297;4681;498;19;2025-02-05
2298;4683;439;98;2025-03-21
2299;4684;1968;98;2025-01-22
2300;4685;947;74;2025-04-10
2301;4686;598;26;2025-02-11
2302;4687;727;42;2025-03-18
2303;4689;826;62;2025-06-22
2304;4691;1400;51;2025-03-19
2305;4692;393;15;2025-06-22
2306;4693;174;18;2025-04-09
2307;4695;1768;68;2025-05-12
2308;4696;1180;86;2025-05-10
2309;4698;1497;88;2025-04-05
2310;4699;495;60;2025-06-29
2311;4700;1026;3;2025-02-17
2312;4701;1701;72;2025-03-27
2313;4702;1486;15;2025-05-01
2314;4704;1410;71;2025-01-10
2315;4705;594;17;2025-03-16
2316;4706;490;41;2025-02-27
2317;4707;428;77;2025-02-20
2318;4708;1697;14;2025-03-08
2319;4709;1203;82;2025-02-01
2320;4712;194;45;2025-04-27
2321;4713;1078;49;2025-02-02
2322;4719;1319;25;2025-03-01
2323;4724;196;68;2025-05-10
2324;4725;1758;68;2025-05-23
2325;4729;1201;47;2025-03-28
2326;4733;1410;9;2025-03-29
2327;4737;1807;87;2025-06-26
2328;4739;1249;42;2025-02-04
2329;4741;638;47;2025-01-19
2330;4743;1310;74;2025-03-16
2331;4744;223;73;2025-03-18
2332;4745;463;44;2025-04-14
2333;4748;286;85;2025-02-21
2334;4750;1243;19;2025-05-10
2335;4751;303;5;2025-03-05
2336;4755;1425;58;2025-02-03
2337;4756;1065;96;2025-04-17
2338;4757;1927;37;2025-04-04
2339;4758;1292;13;2025-03-28
2340;4759;487;53;2025-04-14
2341;4760;878;61;2025-01-13
2342;4761;1064;6;2025-01-30
2343;4764;1934;23;2025-01-16
2344;4766;800;56;2025-06-07
2345;4769;657;80;2025-01-26
2346;4773;1127;13;2025-04-23
2347;4774;1172;45;2025-05-06
2348;4775;1283;77;2025-04-21
2349;4776;1563;28;2025-06-16
2350;4781;11;2;2025-04-26
2351;4782;1598;67;2025-03-31
2352;4783;612;92;2025-05-03
2353;4784;1768;68;2025-05-18
2354;4785;280;72;2025-01-14
2355;4789;759;60;2025-06-27
2356;4791;1684;60;2025-05-11
2357;4792;755;40;2025-05-31
2358;4793;1450;1;2025-03-18
2359;4795;1915;60;2025-04-26
2360;4797;826;28;2025-07-02
2361;4798;1174;94;2025-06-11
2362;4799;862;30;2025-05-27
2363;4801;608;21;2025-06-14
2364;4802;1239;55;2025-06-23
2365;4803;1390;27;2025-01-24
2366;4804;1821;96;2025-03-19
2367;4807;1950;1;2025-03-05
2368;4808;301;53;2025-05-26
2369;4809;211;47;2025-01-06
2370;4810;1582;8;2025-03-23
2371;4814;603;41;2025-04-23
2372;4815;828;28;2025-05-26
2373;4816;1968;6;2025-04-15
2374;4818;969;97;2025-04-13
2375;4819;1312;5;2025-04-29
2376;4822;1535;75;2025-03-23
2377;4824;1243;33;2025-03-25
2378;4828;1713;68;2025-01-02
2379;4830;1818;38;2025-02-08
2380;4832;890;67;2025-01-10
2381;4833;1125;21;2025-04-15
2382;4834;1210;60;2025-05-21
2383;4835;1386;46;2025-04-23
2384;4836;1354;89;2025-01-25
2385;4839;834;19;2025-02-27
2386;4840;31;64;2025-05-05
2387;4841;1657;78;2025-01-26
2388;4842;1377;47;2025-02-18
2389;4845;516;36;2025-03-10
2390;4848;1741;55;2025-03-12
2391;4849;1283;46;2025-01-08
2392;4850;1706;14;2025-05-04
2393;4852;14;89;2025-04-23
2394;4853;1230;3;2025-04-12
2395;4855;1708;41;2025-05-10
2396;4857;1369;29;2025-06-06
2397;4858;686;7;2025-01-14
2398;4862;601;19;2025-01-19
2399;4865;1768;45;2025-02-20
2400;4866;1786;60;2025-04-24
2401;4871;907;100;2025-03-16
2402;4873;1463;69;2025-02-06
2403;4875;1376;56;2025-06-03
2404;4876;281;81;2025-01-06
2405;4880;1158;87;2025-01-20
2406;4883;1093;4;2025-01-20
2407;4884;1988;63;2025-02-22
2408;4892;209;17;2025-06-06
2409;4895;488;60;2025-06-22
2410;4896;651;3;2025-05-01
2411;4897;1016;41;2025-05-28
2412;4898;2000;92;2025-04-08
2413;4900;917;13;2025-06-20
2414;4901;1117;39;2025-03-22
2415;4903;1487;67;2025-05-30
2416;4906;1046;14;2025-01-25
2417;4907;884;68;2025-03-16
2418;4908;109;63;2025-04-26
2419;4910;816;17;2025-05-19
2420;4911;222;2;2025-04-29
2421;4916;1832;52;2025-05-18
2422;4918;1287;8;2025-03-09
2423;4919;1064;82;2025-02-13
2424;4921;1505;99;2025-06-26
2425;4922;1243;2;2025-03-02
2426;4923;1553;43;2025-03-01
2427;4932;1395;94;2025-04-27
2428;4935;1844;91;2025-05-13
2429;4936;1598;90;2025-01-05
2430;4938;1108;58;2025-01-23
2431;4940;459;24;2025-03-25
2432;4943;1592;39;2025-05-21
2433;4947;1334;92;2025-01-20
2434;4949;1163;11;2025-04-28
2435;4950;1547;11;2025-01-13
2436;4951;1142;84;2025-05-18
2437;4953;881;99;2025-06-05
2438;4956;260;94;2025-03-27
2439;4960;1997;27;2025-06-28
2440;4961;514;41;2025-03-17
2441;4963;1808;25;2025-03-28
2442;4965;1134;13;2025-06-15
2443;4966;173;57;2025-03-30
2444;4969;1342;33;2025-01-24
2445;4970;732;84;2025-03-02
2446;4972;917;1;2025-05-04
2447;4974;383;97;2025-06-08
2448;4975;926;72;2025-04-10
2449;4976;1598;17;2025-06-09
2450;4978;1251;71;2025-05-09
2451;4979;788;12;2025-02-09
2452;4984;402;84;2025-01-10
2453;4989;107;69;2025-01-09
2454;4991;781;67;2025-03-27
2455;4992;1405;39;2025-05-26
2456;4993;79;21;2025-06-23
2457;4997;550;71;2025-02-16
2458;4998;1914;56;2025-04-12
2459;4999;944;23;2025-04-12
2460;5003;1949;35;2025-06-25
2461;5005;1617;76;2025-02-26
2462;5006;1775;63;2025-05-21
2463;5008;697;1;2025-02-14
2464;5009;534;54;2025-06-25
2465;5011;1092;93;2025-05-05
2466;5012;365;88;2025-04-12
2467;5014;827;57;2025-02-28
2468;5017;758;30;2025-02-28
2469;5019;1147;89;2025-04-06
2470;5021;1003;40;2025-03-11
2471;5022;1959;80;2025-05-26
2472;5027;1287;43;2025-01-31
2473;5028;1798;24;2025-05-28
2474;5029;153;58;2025-05-05
2475;5032;1707;30;2025-05-31
2476;5033;484;15;2025-01-10
2477;5036;667;64;2025-04-29
2478;5039;1493;24;2025-04-04
2479;5045;1952;40;2025-06-28
2480;5047;1947;36;2025-01-10
2481;5050;1084;87;2025-06-30
2482;5051;1212;27;2025-05-04
2483;5052;1150;99;2025-06-04
2484;5053;1501;5;2025-05-03
2485;5054;14;41;2025-04-05
2486;5056;1079;26;2025-04-01
2487;5057;824;73;2025-02-06
2488;5059;1658;44;2025-04-19
2489;5060;120;80;2025-05-31
2490;5063;612;89;2025-02-06
2491;5065;691;29;2025-05-21
2492;5067;865;41;2025-03-25
2493;5068;1614;90;2025-03-15
2494;5070;624;25;2025-02-01
2495;5074;88;27;2025-03-20
2496;5078;1317;54;2025-03-26
2497;5079;1779;39;2025-01-18
2498;5083;1297;34;2025-05-25
2499;5084;1512;66;2025-06-24
2500;5085;206;60;2025-03-20
2501;5086;583;46;2025-05-17
2502;5089;296;87;2025-06-28
2503;5090;1919;5;2025-04-20
2504;5091;920;35;2025-03-17
2505;5092;1318;13;2025-02-08
2506;5094;751;88;2025-07-02
2507;5099;390;29;2025-02-03
2508;5100;410;66;2025-02-06
2509;5101;1800;47;2025-06-11
2510;5102;625;73;2025-01-24
2511;5103;121;86;2025-01-05
2512;5104;1814;43;2025-05-14
2513;5105;502;69;2025-03-09
2514;5106;1003;28;2025-02-22
2515;5109;339;5;2025-04-15
2516;5111;934;95;2025-02-17
2517;5113;951;22;2025-03-09
2518;5116;278;100;2025-02-10
2519;5117;1767;40;2025-01-10
2520;5118;667;75;2025-06-09
2521;5121;1843;76;2025-03-03
2522;5122;1495;22;2025-04-13
2523;5123;109;37;2025-02-18
2524;5132;1181;98;2025-06-09
2525;5133;439;51;2025-02-15
2526;5135;1638;89;2025-06-19
2527;5137;1312;58;2025-03-04
2528;5141;1975;1;2025-05-29
2529;5142;1753;12;2025-02-22
2530;5143;656;33;2025-03-21
2531;5147;594;78;2025-01-07
2532;5154;6;93;2025-05-29
2533;5156;332;3;2025-03-27
2534;5158;1556;9;2025-05-10
2535;5165;1494;16;2025-05-21
2536;5167;1810;50;2025-03-09
2537;5168;1559;19;2025-05-07
2538;5169;1243;38;2025-05-14
2539;5170;1032;22;2025-05-26
2540;5172;432;65;2025-06-22
2541;5176;414;15;2025-03-13
2542;5178;1322;88;2025-05-28
2543;5179;1752;12;2025-03-26
2544;5181;711;4;2025-02-24
2545;5184;1183;52;2025-05-31
2546;5186;50;20;2025-03-21
2547;5188;1339;84;2025-02-21
2548;5193;191;30;2025-01-30
2549;5195;1297;10;2025-02-08
2550;5197;242;7;2025-04-16
2551;5201;784;88;2025-01-28
2552;5204;915;86;2025-03-29
2553;5206;1910;20;2025-02-22
2554;5208;76;47;2025-05-29
2555;5210;691;69;2025-05-20
2556;5212;1333;80;2025-05-16
2557;5213;213;92;2025-03-15
2558;5214;361;98;2025-01-26
2559;5216;1399;23;2025-06-10
2560;5217;1075;37;2025-03-30
2561;5218;1761;45;2025-05-30
2562;5220;308;64;2025-03-15
2563;5222;1721;19;2025-02-19
2564;5223;1435;51;2025-04-01
2565;5226;1466;15;2025-06-02
2566;5231;291;42;2025-02-19
2567;5232;869;56;2025-05-21
2568;5235;435;48;2025-03-09
2569;5239;253;56;2025-06-08
2570;5240;332;35;2025-03-02
2571;5242;124;32;2025-06-05
2572;5245;873;6;2025-01-06
2573;5246;845;55;2025-02-05
2574;5247;260;98;2025-05-17
2575;5248;1332;57;2025-03-31
2576;5250;1696;18;2025-02-27
2577;5255;1156;83;2025-04-06
2578;5259;584;49;2025-02-16
2579;5260;1937;70;2025-03-08
2580;5267;55;17;2025-05-24
2581;5268;471;51;2025-04-28
2582;5269;817;95;2025-01-26
2583;5270;1002;28;2025-04-20
2584;5271;1058;10;2025-05-22
2585;5272;27;69;2025-01-27
2586;5273;1664;37;2025-04-26
2587;5276;1443;53;2025-04-30
2588;5277;173;49;2025-05-12
2589;5278;87;29;2025-04-28
2590;5279;209;97;2025-01-14
2591;5280;947;91;2025-03-29
2592;5282;740;80;2025-03-12
2593;5286;36;8;2025-04-23
2594;5288;1761;8;2025-06-23
2595;5289;728;96;2025-04-22
2596;5291;520;4;2025-01-09
2597;5293;12;92;2025-02-22
2598;5294;1375;93;2025-06-05
2599;5296;1889;30;2025-04-22
2600;5297;1822;58;2025-04-24
2601;5300;1075;64;2025-02-07
2602;5301;1433;95;2025-01-06
2603;5303;826;77;2025-04-19
2604;5306;1547;20;2025-01-30
2605;5307;104;27;2025-06-01
2606;5308;995;37;2025-02-02
2607;5314;7;93;2025-03-06
2608;5317;524;11;2025-06-05
2609;5320;1904;53;2025-06-07
2610;5321;1084;40;2025-06-15
2611;5322;459;19;2025-02-21
2612;5324;1404;71;2025-04-17
2613;5327;842;32;2025-01-28
2614;5328;305;31;2025-05-06
2615;5332;1561;90;2025-04-23
2616;5333;375;93;2025-06-26
2617;5334;1981;87;2025-06-22
2618;5335;1211;37;2025-03-17
2619;5337;1251;86;2025-01-06
2620;5338;138;14;2025-02-14
2621;5339;1810;10;2025-06-19
2622;5340;286;79;2025-02-26
2623;5341;957;20;2025-05-14
2624;5342;944;31;2025-02-13
2625;5344;113;65;2025-06-21
2626;5351;1813;9;2025-04-25
2627;5357;1670;30;2025-05-20
2628;5359;623;87;2025-02-06
2629;5360;330;95;2025-04-27
2630;5363;902;98;2025-04-07
2631;5364;897;1;2025-05-21
2632;5366;532;98;2025-01-13
2633;5367;858;44;2025-03-23
2634;5368;970;18;2025-02-17
2635;5370;1154;64;2025-03-20
2636;5371;1220;34;2025-01-25
2637;5373;1047;28;2025-06-24
2638;5374;1674;86;2025-03-13
2639;5375;1621;8;2025-06-05
2640;5376;1374;57;2025-05-24
2641;5378;949;38;2025-05-31
2642;5379;1932;76;2025-06-21
2643;5382;470;31;2025-03-09
2644;5384;868;96;2025-04-01
2645;5386;1843;45;2025-06-14
2646;5387;509;88;2025-05-06
2647;5388;582;8;2025-05-24
2648;5390;726;72;2025-04-29
2649;5391;1190;9;2025-02-18
2650;5392;600;60;2025-06-05
2651;5396;510;61;2025-06-07
2652;5398;928;24;2025-03-23
2653;5400;24;3;2025-05-25
2654;5401;693;76;2025-04-10
2655;5402;292;91;2025-04-04
2656;5404;833;12;2025-05-21
2657;5406;1030;7;2025-02-28
2658;5407;545;94;2025-04-13
2659;5408;1091;76;2025-03-02
2660;5409;1258;7;2025-04-23
2661;5410;282;15;2025-04-13
2662;5411;983;21;2025-05-16
2663;5413;140;20;2025-01-08
2664;5416;1700;54;2025-05-31
2665;5418;1355;73;2025-06-13
2666;5419;1669;6;2025-02-24
2667;5420;1464;83;2025-01-30
2668;5423;700;96;2025-03-05
2669;5425;1140;7;2025-01-26
2670;5426;821;3;2025-07-01
2671;5430;256;17;2025-01-26
2672;5431;879;22;2025-06-18
2673;5433;593;15;2025-01-08
2674;5434;1614;25;2025-04-18
2675;5436;1548;23;2025-01-19
2676;5438;1434;62;2025-06-04
2677;5439;1103;4;2025-05-20
2678;5440;1292;28;2025-05-21
2679;5442;946;4;2025-02-08
2680;5443;199;40;2025-01-23
2681;5444;907;48;2025-04-17
2682;5450;1103;51;2025-03-05
2683;5451;1432;49;2025-04-12
2684;5452;1427;44;2025-05-22
2685;5453;902;92;2025-05-11
2686;5455;1411;97;2025-03-27
2687;5461;1600;37;2025-04-05
2688;5462;505;38;2025-06-29
2689;5463;92;30;2025-01-30
2690;5464;145;3;2025-01-21
2691;5466;1706;86;2025-05-20
2692;5467;1542;100;2025-04-12
2693;5469;510;66;2025-06-16
2694;5470;258;1;2025-05-13
2695;5471;1187;20;2025-03-26
2696;5474;101;96;2025-06-04
2697;5476;1653;9;2025-03-20
2698;5480;1398;26;2025-05-23
2699;5481;1257;23;2025-04-23
2700;5484;332;46;2025-03-22
2701;5485;645;71;2025-04-05
2702;5487;1101;21;2025-05-27
2703;5488;923;69;2025-03-23
2704;5489;1976;70;2025-02-21
2705;5490;1601;64;2025-06-07
2706;5493;1637;77;2025-04-09
2707;5494;1605;24;2025-06-14
2708;5495;378;42;2025-03-28
2709;5500;19;15;2025-02-13
2710;5501;1753;15;2025-02-02
2711;5502;359;94;2025-03-18
2712;5505;1345;3;2025-03-21
2713;5506;822;57;2025-03-22
2714;5510;190;4;2025-05-11
2715;5515;222;31;2025-06-01
2716;5518;262;23;2025-01-21
2717;5519;355;29;2025-06-04
2718;5524;1308;14;2025-01-21
2719;5526;110;70;2025-05-17
2720;5527;515;24;2025-05-05
2721;5528;701;3;2025-04-23
2722;5530;1775;41;2025-01-15
2723;5531;945;91;2025-04-01
2724;5533;543;30;2025-02-15
2725;5534;635;6;2025-02-01
2726;5535;1376;61;2025-06-29
2727;5536;1539;86;2025-05-11
2728;5538;1633;83;2025-01-14
2729;5541;1336;18;2025-03-28
2730;5542;1516;81;2025-02-22
2731;5544;287;21;2025-02-10
2732;5545;1915;15;2025-03-17
2733;5546;1577;18;2025-06-09
2734;5548;1926;50;2025-01-24
2735;5549;924;91;2025-04-13
2736;5551;1361;84;2025-06-17
2737;5553;348;80;2025-02-20
2738;5557;1463;86;2025-06-17
2739;5558;1112;48;2025-01-18
2740;5562;792;33;2025-03-01
2741;5564;1700;95;2025-03-10
2742;5565;1279;29;2025-03-27
2743;5568;1614;73;2025-05-14
2744;5573;521;29;2025-06-21
2745;5576;1692;34;2025-02-25
2746;5578;1410;3;2025-05-02
2747;5580;923;14;2025-01-30
2748;5582;1319;12;2025-02-01
2749;5583;302;39;2025-04-27
2750;5584;1967;48;2025-05-14
2751;5585;1354;56;2025-05-18
2752;5586;1506;54;2025-06-09
2753;5587;1164;40;2025-04-21
2754;5589;1591;8;2025-06-27
2755;5590;1227;34;2025-03-22
2756;5594;1395;66;2025-03-06
2757;5599;1853;51;2025-05-23
2758;5600;1329;59;2025-06-03
2759;5601;921;42;2025-05-16
2760;5604;1999;29;2025-06-15
2761;5606;62;49;2025-02-10
2762;5607;1933;38;2025-02-23
2763;5609;1893;67;2025-05-29
2764;5610;1141;81;2025-02-14
2765;5613;380;7;2025-02-14
2766;5615;130;68;2025-04-09
2767;5618;1041;40;2025-06-23
2768;5619;1778;18;2025-06-24
2769;5621;23;21;2025-01-23
2770;5622;1675;71;2025-02-19
2771;5624;592;72;2025-03-02
2772;5625;1839;93;2025-03-18
2773;5626;1902;4;2025-06-18
2774;5627;500;46;2025-06-02
2775;5628;1046;69;2025-05-06
2776;5629;566;42;2025-05-23
2777;5631;645;31;2025-04-17
2778;5634;8;63;2025-01-07
2779;5636;8;75;2025-03-13
2780;5638;777;36;2025-01-21
2781;5647;664;98;2025-04-13
2782;5648;1258;10;2025-03-12
2783;5649;1582;53;2025-05-01
